;Data;Hora UTC;RADIACAO GLOBAL (Kj/m²)
7476;07/11/24;1200 UTC;2461.0
7477;07/11/24;1300 UTC;3035.6
7478;07/11/24;1400 UTC;3612.8
7479;07/11/24;1500 UTC;3984.8
7480;07/11/24;1600 UTC;3637.3
7481;07/11/24;1700 UTC;2974.5
7482;07/11/24;1800 UTC;2278.1
7483;07/11/24;1900 UTC;1434.6
7484;07/11/24;2000 UTC;440.1
7485;07/11/24;2100 UTC;11.3
7496;08/11/24;0800 UTC;2.4
7497;08/11/24;0900 UTC;393.5
7498;08/11/24;1000 UTC;1125.6
7499;08/11/24;1100 UTC;1573.7
7500;08/11/24;1200 UTC;1901.0
7501;08/11/24;1300 UTC;2510.1
7502;08/11/24;1400 UTC;2842.5
7503;08/11/24;1500 UTC;1853.1
7504;08/11/24;1600 UTC;2921.7
7505;08/11/24;1700 UTC;2500.5
7506;08/11/24;1800 UTC;1679.8
7507;08/11/24;1900 UTC;681.7
7508;08/11/24;2000 UTC;246.3
7509;08/11/24;2100 UTC;9.7
7520;09/11/24;0800 UTC;1.3
7521;09/11/24;0900 UTC;331.7
7522;09/11/24;1000 UTC;990.3
7523;09/11/24;1100 UTC;1353.1
7524;09/11/24;1200 UTC;1805.5
7525;09/11/24;1300 UTC;2544.0
7526;09/11/24;1400 UTC;3440.0
7527;09/11/24;1500 UTC;3193.4
7528;09/11/24;1600 UTC;2869.4
7529;09/11/24;1700 UTC;2782.3
7530;09/11/24;1800 UTC;1793.9
7531;09/11/24;1900 UTC;1336.0
7532;09/11/24;2000 UTC;413.9
7533;09/11/24;2100 UTC;10.9
7544;10/11/24;0800 UTC;1.7
7545;10/11/24;0900 UTC;197.1
7546;10/11/24;1000 UTC;1318.7
7547;10/11/24;1100 UTC;1675.0
7548;10/11/24;1200 UTC;2255.8
7549;10/11/24;1300 UTC;3564.9
7550;10/11/24;1400 UTC;3214.7
7551;10/11/24;1500 UTC;3413.7
7552;10/11/24;1600 UTC;3275.7
7553;10/11/24;1700 UTC;2847.3
7554;10/11/24;1800 UTC;2026.2
7555;10/11/24;1900 UTC;1395.9
7556;10/11/24;2000 UTC;333.7
7557;10/11/24;2100 UTC;13.4
7568;11/11/24;0800 UTC;0.5
7569;11/11/24;0900 UTC;193.3
7570;11/11/24;1000 UTC;1169.3
7571;11/11/24;1100 UTC;2152.8
7572;11/11/24;1200 UTC;1404.1
7573;11/11/24;1300 UTC;1637.7
7574;11/11/24;1400 UTC;1571.4
7575;11/11/24;1500 UTC;2372.3
7576;11/11/24;1600 UTC;2498.5
7577;11/11/24;1700 UTC;2725.2
7578;11/11/24;1800 UTC;1815.6
7579;11/11/24;1900 UTC;1327.1
7580;11/11/24;2000 UTC;183.1
7581;11/11/24;2100 UTC;6.3
7592;12/11/24;0800 UTC;2.4
7593;12/11/24;0900 UTC;229.0
7594;12/11/24;1000 UTC;728.5
7595;12/11/24;1100 UTC;1132.0
7596;12/11/24;1200 UTC;1420.2
7597;12/11/24;1300 UTC;3513.6
7598;12/11/24;1400 UTC;3333.1
7599;12/11/24;1500 UTC;3546.3
7600;12/11/24;1600 UTC;3118.6
7601;12/11/24;1700 UTC;2752.6
7602;12/11/24;1800 UTC;2258.5
7603;12/11/24;1900 UTC;1343.6
7604;12/11/24;2000 UTC;411.9
7605;12/11/24;2100 UTC;11.9
7616;13/11/24;0800 UTC;2.9
7617;13/11/24;0900 UTC;377.5
7618;13/11/24;1000 UTC;1183.9
7619;13/11/24;1100 UTC;1892.8
7620;13/11/24;1200 UTC;3014.1
7621;13/11/24;1300 UTC;2989.3
7622;13/11/24;1400 UTC;3655.7
7623;13/11/24;1500 UTC;3738.1
7624;13/11/24;1600 UTC;3503.2
7625;13/11/24;1700 UTC;2971.4
7626;13/11/24;1800 UTC;2298.4
7627;13/11/24;1900 UTC;1338.7
7628;13/11/24;2000 UTC;444.0
7629;13/11/24;2100 UTC;10.2
7640;14/11/24;0800 UTC;4.6
7641;14/11/24;0900 UTC;436.4
7642;14/11/24;1000 UTC;1348.9
7643;14/11/24;1100 UTC;1875.6
7644;14/11/24;1200 UTC;1685.6
7645;14/11/24;1300 UTC;2443.0
7646;14/11/24;1400 UTC;3087.5
7647;14/11/24;1500 UTC;3760.7
7648;14/11/24;1600 UTC;2747.5
7649;14/11/24;1700 UTC;2380.8
7650;14/11/24;1800 UTC;1837.3
7651;14/11/24;1900 UTC;1129.5
7652;14/11/24;2000 UTC;192.3
7653;14/11/24;2100 UTC;11.4
7665;15/11/24;0900 UTC;136.2
7666;15/11/24;1000 UTC;329.2
7667;15/11/24;1100 UTC;992.4
7668;15/11/24;1200 UTC;1647.0
7669;15/11/24;1300 UTC;2263.2
7670;15/11/24;1400 UTC;3025.1
7671;15/11/24;1500 UTC;3761.7
7672;15/11/24;1600 UTC;3493.2
7673;15/11/24;1700 UTC;2955.1
7674;15/11/24;1800 UTC;2297.8
7675;15/11/24;1900 UTC;1184.3
7676;15/11/24;2000 UTC;451.1
7677;15/11/24;2100 UTC;24.6
7688;16/11/24;0800 UTC;3.8
7689;16/11/24;0900 UTC;331.8
7690;16/11/24;1000 UTC;583.3
7691;16/11/24;1100 UTC;1515.2
7692;16/11/24;1200 UTC;2489.7
7693;16/11/24;1300 UTC;3512.5
7694;16/11/24;1400 UTC;4048.9
7695;16/11/24;1500 UTC;3841.3
7696;16/11/24;1600 UTC;1648.8
7697;16/11/24;1700 UTC;2153.1
7698;16/11/24;1800 UTC;1440.1
7699;16/11/24;1900 UTC;775.3
7700;16/11/24;2000 UTC;262.7
7701;16/11/24;2100 UTC;14.9
7712;17/11/24;0800 UTC;4.4
7713;17/11/24;0900 UTC;305.4
7714;17/11/24;1000 UTC;797.7
7715;17/11/24;1100 UTC;1670.7
7716;17/11/24;1200 UTC;2274.7
7717;17/11/24;1300 UTC;1846.2
7718;17/11/24;1400 UTC;3743.0
7719;17/11/24;1500 UTC;3989.0
7720;17/11/24;1600 UTC;2890.2
7721;17/11/24;1700 UTC;2820.2
7722;17/11/24;1800 UTC;2285.8
7723;17/11/24;1900 UTC;678.4
7724;17/11/24;2000 UTC;345.0
7725;17/11/24;2100 UTC;16.1
7736;18/11/24;0800 UTC;2.3
7737;18/11/24;0900 UTC;89.0
7738;18/11/24;1000 UTC;518.1
7739;18/11/24;1100 UTC;974.0
7740;18/11/24;1200 UTC;1202.3
7741;18/11/24;1300 UTC;1533.4
7742;18/11/24;1400 UTC;2156.3
7743;18/11/24;1500 UTC;3020.4
7744;18/11/24;1600 UTC;1852.3
7745;18/11/24;1700 UTC;2964.7
7746;18/11/24;1800 UTC;1942.8
7747;18/11/24;1900 UTC;837.8
7748;18/11/24;2000 UTC;278.2
7749;18/11/24;2100 UTC;12.8
7760;19/11/24;0800 UTC;4.5
7761;19/11/24;0900 UTC;411.6
7762;19/11/24;1000 UTC;1298.6
7763;19/11/24;1100 UTC;1808.2
7764;19/11/24;1200 UTC;2126.3
7765;19/11/24;1300 UTC;3217.1
7766;19/11/24;1400 UTC;3539.4
7767;19/11/24;1500 UTC;3334.9
7768;19/11/24;1600 UTC;3472.1
7769;19/11/24;1700 UTC;2823.0
7770;19/11/24;1800 UTC;2084.3
7771;19/11/24;1900 UTC;916.6
7772;19/11/24;2000 UTC;294.9
7773;19/11/24;2100 UTC;12.1
7784;20/11/24;0800 UTC;1.5
7785;20/11/24;0900 UTC;298.0
7786;20/11/24;1000 UTC;963.2
7787;20/11/24;1100 UTC;1935.0
7788;20/11/24;1200 UTC;1833.4
7789;20/11/24;1300 UTC;2663.0
7790;20/11/24;1400 UTC;2556.7
7791;20/11/24;1500 UTC;2890.9
7792;20/11/24;1600 UTC;3138.2
7793;20/11/24;1700 UTC;2739.2
7794;20/11/24;1800 UTC;2207.3
7795;20/11/24;1900 UTC;1027.9
7796;20/11/24;2000 UTC;238.6
7797;20/11/24;2100 UTC;13.2
7808;21/11/24;0800 UTC;4.1
7809;21/11/24;0900 UTC;385.1
7810;21/11/24;1000 UTC;1264.0
7811;21/11/24;1100 UTC;1571.3
7812;21/11/24;1200 UTC;2080.4
7813;21/11/24;1300 UTC;1340.1
7814;21/11/24;1400 UTC;3431.1
7815;21/11/24;1500 UTC;3711.0
7816;21/11/24;1600 UTC;3363.6
7817;21/11/24;1700 UTC;2892.6
7818;21/11/24;1800 UTC;2225.5
7819;21/11/24;1900 UTC;987.9
7820;21/11/24;2000 UTC;239.0
7821;21/11/24;2100 UTC;18.0
7832;22/11/24;0800 UTC;3.9
7833;22/11/24;0900 UTC;237.2
7834;22/11/24;1000 UTC;1142.2
7835;22/11/24;1100 UTC;2099.6
7836;22/11/24;1200 UTC;2617.0
7837;22/11/24;1300 UTC;3216.7
7838;22/11/24;1400 UTC;3280.5
7839;22/11/24;1500 UTC;2785.2
7840;22/11/24;1600 UTC;3303.8
7841;22/11/24;1700 UTC;2860.3
7842;22/11/24;1800 UTC;2144.7
7843;22/11/24;1900 UTC;974.8
7844;22/11/24;2000 UTC;194.6
7845;22/11/24;2100 UTC;17.7
7856;23/11/24;0800 UTC;6.5
7857;23/11/24;0900 UTC;402.7
7858;23/11/24;1000 UTC;1213.3
7859;23/11/24;1100 UTC;2062.8
7860;23/11/24;1200 UTC;2790.7
7861;23/11/24;1300 UTC;3394.4
7862;23/11/24;1400 UTC;3792.8
7863;23/11/24;1500 UTC;3772.2
7864;23/11/24;1600 UTC;3419.7
7865;23/11/24;1700 UTC;2874.4
7866;23/11/24;1800 UTC;2220.0
7867;23/11/24;1900 UTC;981.0
7868;23/11/24;2000 UTC;189.5
7869;23/11/24;2100 UTC;15.5
7880;24/11/24;0800 UTC;2.9
7881;24/11/24;0900 UTC;193.5
7882;24/11/24;1000 UTC;903.6
7883;24/11/24;1100 UTC;1489.6
7884;24/11/24;1200 UTC;2888.4
7885;24/11/24;1300 UTC;2980.0
7886;24/11/24;1400 UTC;3474.8
7887;24/11/24;1500 UTC;3750.5
7888;24/11/24;1600 UTC;3443.6
7889;24/11/24;1700 UTC;2740.2
7890;24/11/24;1800 UTC;1771.3
7891;24/11/24;1900 UTC;872.3
7892;24/11/24;2000 UTC;213.2
7893;24/11/24;2100 UTC;13.8
7904;25/11/24;0800 UTC;6.1
7905;25/11/24;0900 UTC;228.8
7906;25/11/24;1000 UTC;758.4
7907;25/11/24;1100 UTC;1335.9
7908;25/11/24;1200 UTC;1925.2
7909;25/11/24;1300 UTC;1136.5
7910;25/11/24;1400 UTC;1827.0
7911;25/11/24;1500 UTC;2102.9
7912;25/11/24;1600 UTC;3199.6
7913;25/11/24;1700 UTC;2756.5
7914;25/11/24;1800 UTC;1375.4
7915;25/11/24;1900 UTC;658.4
7916;25/11/24;2000 UTC;187.6
7917;25/11/24;2100 UTC;12.0
7928;26/11/24;0800 UTC;1.9
7929;26/11/24;0900 UTC;320.3
7930;26/11/24;1000 UTC;1399.2
7931;26/11/24;1100 UTC;1604.8
7932;26/11/24;1200 UTC;2194.0
7933;26/11/24;1300 UTC;2386.2
7934;26/11/24;1400 UTC;2971.5
7935;26/11/24;1500 UTC;2843.8
7936;26/11/24;1600 UTC;3268.2
7937;26/11/24;1700 UTC;2546.0
7938;26/11/24;1800 UTC;1767.5
7939;26/11/24;1900 UTC;983.0
7940;26/11/24;2000 UTC;219.6
7941;26/11/24;2100 UTC;16.6
7952;27/11/24;0800 UTC;2.9
7953;27/11/24;0900 UTC;419.9
7954;27/11/24;1000 UTC;1270.9
7955;27/11/24;1100 UTC;2115.1
7956;27/11/24;1200 UTC;2313.7
7957;27/11/24;1300 UTC;2636.9
7958;27/11/24;1400 UTC;2718.0
7959;27/11/24;1500 UTC;2942.4
7960;27/11/24;1600 UTC;3498.5
7961;27/11/24;1700 UTC;2858.0
7962;27/11/24;1800 UTC;2291.6
7963;27/11/24;1900 UTC;957.5
7964;27/11/24;2000 UTC;144.9
7965;27/11/24;2100 UTC;16.6
7976;28/11/24;0800 UTC;2.7
7977;28/11/24;0900 UTC;210.3
7978;28/11/24;1000 UTC;880.5
7979;28/11/24;1100 UTC;1861.6
7980;28/11/24;1200 UTC;2027.9
7981;28/11/24;1300 UTC;3135.0
7982;28/11/24;1400 UTC;3716.8
7983;28/11/24;1500 UTC;3886.2
7984;28/11/24;1600 UTC;3527.0
7985;28/11/24;1700 UTC;2982.0
7986;28/11/24;1800 UTC;2344.2
7987;28/11/24;1900 UTC;987.2
7988;28/11/24;2000 UTC;139.7
7989;28/11/24;2100 UTC;17.2
8000;29/11/24;0800 UTC;1.9
8001;29/11/24;0900 UTC;344.8
8002;29/11/24;1000 UTC;1268.5
8003;29/11/24;1100 UTC;1876.0
8004;29/11/24;1200 UTC;2483.0
8005;29/11/24;1300 UTC;3152.1
8006;29/11/24;1400 UTC;2981.4
8007;29/11/24;1500 UTC;3157.8
8008;29/11/24;1600 UTC;3416.4
8009;29/11/24;1700 UTC;2980.7
8010;29/11/24;1800 UTC;2313.9
8011;29/11/24;1900 UTC;1061.3
8012;29/11/24;2000 UTC;259.8
8013;29/11/24;2100 UTC;27.6
8024;30/11/24;0800 UTC;5.0
8025;30/11/24;0900 UTC;351.7
8026;30/11/24;1000 UTC;1307.5
8027;30/11/24;1100 UTC;1398.1
8028;30/11/24;1200 UTC;1662.5
8029;30/11/24;1300 UTC;3319.0
8030;30/11/24;1400 UTC;3725.4
8031;30/11/24;1500 UTC;3787.5
8032;30/11/24;1600 UTC;3538.7
8033;30/11/24;1700 UTC;3033.9
8034;30/11/24;1800 UTC;2384.5
8035;30/11/24;1900 UTC;1029.1
8036;30/11/24;2000 UTC;132.9
8037;30/11/24;2100 UTC;16.6
8048;01/12/24;0800 UTC;1.8
8049;01/12/24;0900 UTC;375.8
8050;01/12/24;1000 UTC;1276.9
8051;01/12/24;1100 UTC;2190.9
8052;01/12/24;1200 UTC;2503.7
8053;01/12/24;1300 UTC;3432.4
8054;01/12/24;1400 UTC;3421.6
8055;01/12/24;1500 UTC;3888.8
8056;01/12/24;1600 UTC;3525.4
8057;01/12/24;1700 UTC;2982.5
8058;01/12/24;1800 UTC;2323.6
8059;01/12/24;1900 UTC;1036.7
8060;01/12/24;2000 UTC;182.3
8061;01/12/24;2100 UTC;22.0
8073;02/12/24;0900 UTC;82.0
8074;02/12/24;1000 UTC;644.3
8075;02/12/24;1100 UTC;1125.6
8076;02/12/24;1200 UTC;1445.6
8077;02/12/24;1300 UTC;1870.3
8078;02/12/24;1400 UTC;1751.6
8079;02/12/24;1500 UTC;3093.9
8080;02/12/24;1600 UTC;3555.5
8081;02/12/24;1700 UTC;1739.0
8082;02/12/24;1800 UTC;2210.9
8083;02/12/24;1900 UTC;1191.5
8084;02/12/24;2000 UTC;250.1
8085;02/12/24;2100 UTC;32.5
8096;03/12/24;0800 UTC;3.3
8097;03/12/24;0900 UTC;179.6
8098;03/12/24;1000 UTC;841.2
8099;03/12/24;1100 UTC;1513.7
8100;03/12/24;1200 UTC;2210.7
8101;03/12/24;1300 UTC;2024.8
8102;03/12/24;1400 UTC;2517.9
8103;03/12/24;1500 UTC;2750.7
8104;03/12/24;1600 UTC;3203.4
8105;03/12/24;1700 UTC;2705.5
8106;03/12/24;1800 UTC;1897.0
8107;03/12/24;1900 UTC;995.9
8108;03/12/24;2000 UTC;236.0
8109;03/12/24;2100 UTC;22.3
8120;04/12/24;0800 UTC;1.4
8121;04/12/24;0900 UTC;281.7
8122;04/12/24;1000 UTC;918.7
8123;04/12/24;1100 UTC;2050.4
8124;04/12/24;1200 UTC;1639.5
8125;04/12/24;1300 UTC;3263.2
8126;04/12/24;1400 UTC;3025.5
8127;04/12/24;1500 UTC;3660.4
8128;04/12/24;1600 UTC;3470.0
8129;04/12/24;1700 UTC;2585.1
8130;04/12/24;1800 UTC;2377.2
8131;04/12/24;1900 UTC;1016.8
8132;04/12/24;2000 UTC;215.5
8133;04/12/24;2100 UTC;23.1
8144;05/12/24;0800 UTC;2.7
8145;05/12/24;0900 UTC;348.8
8146;05/12/24;1000 UTC;1287.9
8147;05/12/24;1100 UTC;2304.8
8148;05/12/24;1200 UTC;2939.6
8149;05/12/24;1300 UTC;3004.1
8150;05/12/24;1400 UTC;3368.0
8151;05/12/24;1500 UTC;3560.3
8152;05/12/24;1600 UTC;3531.7
8153;05/12/24;1700 UTC;2950.2
8154;05/12/24;1800 UTC;2006.9
8155;05/12/24;1900 UTC;887.9
8156;05/12/24;2000 UTC;167.0
8157;05/12/24;2100 UTC;25.7
8168;06/12/24;0800 UTC;6.7
8169;06/12/24;0900 UTC;354.8
8170;06/12/24;1000 UTC;795.2
8171;06/12/24;1100 UTC;1535.3
8172;06/12/24;1200 UTC;2432.4
8173;06/12/24;1300 UTC;2676.4
8174;06/12/24;1400 UTC;2926.2
8175;06/12/24;1500 UTC;3277.6
8176;06/12/24;1600 UTC;3420.4
8177;06/12/24;1700 UTC;2132.8
8178;06/12/24;1800 UTC;1682.6
8179;06/12/24;1900 UTC;1224.9
8180;06/12/24;2000 UTC;307.5
8181;06/12/24;2100 UTC;53.4
8193;07/12/24;0900 UTC;389.2
8194;07/12/24;1000 UTC;848.0
8195;07/12/24;1100 UTC;665.3
8196;07/12/24;1200 UTC;2142.9
8197;07/12/24;1300 UTC;1946.8
8198;07/12/24;1400 UTC;2526.0
8199;07/12/24;1500 UTC;3087.8
8200;07/12/24;1600 UTC;2242.7
8201;07/12/24;1700 UTC;2095.2
8202;07/12/24;1800 UTC;2131.6
8203;07/12/24;1900 UTC;1322.2
8204;07/12/24;2000 UTC;282.7
8205;07/12/24;2100 UTC;29.6
8216;08/12/24;0800 UTC;2.6
8217;08/12/24;0900 UTC;255.5
8218;08/12/24;1000 UTC;1233.4
8219;08/12/24;1100 UTC;873.0
8220;08/12/24;1200 UTC;2460.4
8221;08/12/24;1300 UTC;2732.0
8222;08/12/24;1400 UTC;3902.1
8223;08/12/24;1500 UTC;3215.4
8224;08/12/24;1600 UTC;3062.6
8225;08/12/24;1700 UTC;2743.6
8226;08/12/24;1800 UTC;2367.0
8227;08/12/24;1900 UTC;1182.9
8228;08/12/24;2000 UTC;283.1
8229;08/12/24;2100 UTC;33.1
8241;09/12/24;0900 UTC;336.9
8242;09/12/24;1000 UTC;993.9
8243;09/12/24;1100 UTC;1583.6
8244;09/12/24;1200 UTC;2292.6
8245;09/12/24;1300 UTC;3006.6
8246;09/12/24;1400 UTC;3627.6
8247;09/12/24;1500 UTC;3014.5
8248;09/12/24;1600 UTC;3511.2
8249;09/12/24;1700 UTC;2972.8
8250;09/12/24;1800 UTC;2401.1
8251;09/12/24;1900 UTC;1131.9
8252;09/12/24;2000 UTC;182.1
8253;09/12/24;2100 UTC;29.1
8265;10/12/24;0900 UTC;291.9
8266;10/12/24;1000 UTC;1227.6
8267;10/12/24;1100 UTC;1673.3
8268;10/12/24;1200 UTC;2250.9
8269;10/12/24;1300 UTC;2486.3
8270;10/12/24;1400 UTC;3282.5
8271;10/12/24;1500 UTC;3584.4
8272;10/12/24;1600 UTC;3398.3
8273;10/12/24;1700 UTC;2844.6
8274;10/12/24;1800 UTC;2316.7
8275;10/12/24;1900 UTC;1122.3
8276;10/12/24;2000 UTC;178.0
8277;10/12/24;2100 UTC;29.0
8288;11/12/24;0800 UTC;0.0
8289;11/12/24;0900 UTC;274.9
8290;11/12/24;1000 UTC;1208.9
8291;11/12/24;1100 UTC;2081.7
8292;11/12/24;1200 UTC;1955.7
8293;11/12/24;1300 UTC;2846.1
8294;11/12/24;1400 UTC;3469.1
8295;11/12/24;1500 UTC;3361.9
8296;11/12/24;1600 UTC;3413.8
8297;11/12/24;1700 UTC;3023.7
8298;11/12/24;1800 UTC;2363.3
8299;11/12/24;1900 UTC;1135.5
8300;11/12/24;2000 UTC;166.9
8301;11/12/24;2100 UTC;28.9
8313;12/12/24;0900 UTC;303.4
8314;12/12/24;1000 UTC;1118.0
8315;12/12/24;1100 UTC;1397.1
8316;12/12/24;1200 UTC;2272.2
8317;12/12/24;1300 UTC;2870.4
8318;12/12/24;1400 UTC;3617.1
8319;12/12/24;1500 UTC;3848.0
8320;12/12/24;1600 UTC;3555.9
8321;12/12/24;1700 UTC;3049.7
8322;12/12/24;1800 UTC;2392.7
8323;12/12/24;1900 UTC;1175.4
8324;12/12/24;2000 UTC;210.0
8325;12/12/24;2100 UTC;38.9
8337;13/12/24;0900 UTC;278.1
8338;13/12/24;1000 UTC;1039.2
8339;13/12/24;1100 UTC;1021.5
8340;13/12/24;1200 UTC;1709.0
8341;13/12/24;1300 UTC;2385.0
8342;13/12/24;1400 UTC;3954.7
8343;13/12/24;1500 UTC;3372.9
8344;13/12/24;1600 UTC;3621.2
8345;13/12/24;1700 UTC;2935.7
8346;13/12/24;1800 UTC;2325.9
8347;13/12/24;1900 UTC;1129.3
8348;13/12/24;2000 UTC;315.3
8349;13/12/24;2100 UTC;41.2
8361;14/12/24;0900 UTC;239.7
8362;14/12/24;1000 UTC;967.9
8363;14/12/24;1100 UTC;1571.3
8364;14/12/24;1200 UTC;1686.7
8365;14/12/24;1300 UTC;1951.3
8366;14/12/24;1400 UTC;1678.0
8367;14/12/24;1500 UTC;2376.7
8368;14/12/24;1600 UTC;1791.5
8369;14/12/24;1700 UTC;1250.3
8370;14/12/24;1800 UTC;1360.4
8371;14/12/24;1900 UTC;1238.0
8372;14/12/24;2000 UTC;262.2
8373;14/12/24;2100 UTC;32.6
8384;15/12/24;0800 UTC;0.4
8385;15/12/24;0900 UTC;166.6
8386;15/12/24;1000 UTC;964.0
8387;15/12/24;1100 UTC;1959.0
8388;15/12/24;1200 UTC;2157.1
8389;15/12/24;1300 UTC;2841.8
8390;15/12/24;1400 UTC;2459.3
8391;15/12/24;1500 UTC;2997.9
8392;15/12/24;1600 UTC;2558.3
8393;15/12/24;1700 UTC;2230.7
8394;15/12/24;1800 UTC;1880.0
8395;15/12/24;1900 UTC;897.0
8396;15/12/24;2000 UTC;350.4
8397;15/12/24;2100 UTC;42.1
8409;16/12/24;0900 UTC;181.4
8410;16/12/24;1000 UTC;1052.8
8411;16/12/24;1100 UTC;1676.7
8412;16/12/24;1200 UTC;2660.2
8413;16/12/24;1300 UTC;3005.9
8414;16/12/24;1400 UTC;3012.2
8415;16/12/24;1500 UTC;3552.7
8416;16/12/24;1600 UTC;2795.8
8417;16/12/24;1700 UTC;2504.1
8418;16/12/24;1800 UTC;1691.9
8419;16/12/24;1900 UTC;1195.5
8420;16/12/24;2000 UTC;313.9
8421;16/12/24;2100 UTC;43.3
8433;17/12/24;0900 UTC;219.7
8434;17/12/24;1000 UTC;982.8
8435;17/12/24;1100 UTC;1822.0
8436;17/12/24;1200 UTC;1141.7
8437;17/12/24;1300 UTC;2155.2
8438;17/12/24;1400 UTC;3321.2
8439;17/12/24;1500 UTC;3444.0
8440;17/12/24;1600 UTC;3319.8
8441;17/12/24;1700 UTC;2709.6
8442;17/12/24;1800 UTC;2336.9
8443;17/12/24;1900 UTC;1197.2
8444;17/12/24;2000 UTC;183.4
8445;17/12/24;2100 UTC;33.5
8457;18/12/24;0900 UTC;304.1
8458;18/12/24;1000 UTC;1184.5
8459;18/12/24;1100 UTC;744.2
8460;18/12/24;1200 UTC;1667.6
8461;18/12/24;1300 UTC;2798.7
8462;18/12/24;1400 UTC;3216.7
8463;18/12/24;1500 UTC;3884.6
8464;18/12/24;1600 UTC;3581.8
8465;18/12/24;1700 UTC;2993.8
8466;18/12/24;1800 UTC;2292.4
8467;18/12/24;1900 UTC;1246.5
8468;18/12/24;2000 UTC;288.2
8469;18/12/24;2100 UTC;60.0
8481;19/12/24;0900 UTC;299.1
8482;19/12/24;1000 UTC;517.4
8483;19/12/24;1100 UTC;1636.6
8484;19/12/24;1200 UTC;2075.2
8485;19/12/24;1300 UTC;2366.5
8486;19/12/24;1400 UTC;2276.7
8487;19/12/24;1500 UTC;2378.6
8488;19/12/24;1600 UTC;2920.0
8489;19/12/24;1700 UTC;1981.3
8490;19/12/24;1800 UTC;1504.0
8491;19/12/24;1900 UTC;1295.8
8492;19/12/24;2000 UTC;256.6
8493;19/12/24;2100 UTC;40.2
8505;20/12/24;0900 UTC;268.1
8506;20/12/24;1000 UTC;943.8
8507;20/12/24;1100 UTC;1497.7
8508;20/12/24;1200 UTC;2302.0
8509;20/12/24;1300 UTC;3064.0
8510;20/12/24;1400 UTC;3847.2
8511;20/12/24;1500 UTC;3389.5
8512;20/12/24;1600 UTC;3719.2
8513;20/12/24;1700 UTC;3155.3
8514;20/12/24;1800 UTC;2481.4
8515;20/12/24;1900 UTC;1347.5
8516;20/12/24;2000 UTC;229.3
8517;20/12/24;2100 UTC;42.4
8529;21/12/24;0900 UTC;85.0
8530;21/12/24;1000 UTC;727.8
8531;21/12/24;1100 UTC;792.9
8532;21/12/24;1200 UTC;1081.7
8533;21/12/24;1300 UTC;2340.5
8534;21/12/24;1400 UTC;3303.5
8535;21/12/24;1500 UTC;3449.3
8536;21/12/24;1600 UTC;3074.0
8537;21/12/24;1700 UTC;2900.3
8538;21/12/24;1800 UTC;1846.1
8539;21/12/24;1900 UTC;975.6
8540;21/12/24;2000 UTC;304.1
8541;21/12/24;2100 UTC;31.9
8553;22/12/24;0900 UTC;211.0
8554;22/12/24;1000 UTC;644.6
8555;22/12/24;1100 UTC;1193.1
8556;22/12/24;1200 UTC;2514.2
8557;22/12/24;1300 UTC;2000.1
8558;22/12/24;1400 UTC;3268.9
8559;22/12/24;1500 UTC;3482.2
8560;22/12/24;1600 UTC;3357.3
8561;22/12/24;1700 UTC;3172.8
8562;22/12/24;1800 UTC;2116.4
8563;22/12/24;1900 UTC;1215.6
8564;22/12/24;2000 UTC;216.8
8565;22/12/24;2100 UTC;47.2
8577;23/12/24;0900 UTC;116.0
8578;23/12/24;1000 UTC;807.7
8579;23/12/24;1100 UTC;1324.8
8580;23/12/24;1200 UTC;2375.1
8581;23/12/24;1300 UTC;3078.1
8582;23/12/24;1400 UTC;3202.2
8583;23/12/24;1500 UTC;3559.7
8584;23/12/24;1600 UTC;3255.0
8585;23/12/24;1700 UTC;2897.0
8586;23/12/24;1800 UTC;2251.6
8587;23/12/24;1900 UTC;1115.0
8588;23/12/24;2000 UTC;302.6
8589;23/12/24;2100 UTC;45.4
8601;24/12/24;0900 UTC;106.8
8602;24/12/24;1000 UTC;562.5
8603;24/12/24;1100 UTC;1530.8
8604;24/12/24;1200 UTC;2424.5
8605;24/12/24;1300 UTC;2984.4
8606;24/12/24;1400 UTC;3323.3
8607;24/12/24;1500 UTC;3617.1
8608;24/12/24;1600 UTC;3584.9
8609;24/12/24;1700 UTC;3134.7
8610;24/12/24;1800 UTC;2491.9
8611;24/12/24;1900 UTC;1255.1
8612;24/12/24;2000 UTC;335.4
8613;24/12/24;2100 UTC;47.5
8625;25/12/24;0900 UTC;162.3
8626;25/12/24;1000 UTC;1038.3
8627;25/12/24;1100 UTC;1732.2
8628;25/12/24;1200 UTC;2530.4
8629;25/12/24;1300 UTC;3256.1
8630;25/12/24;1400 UTC;3685.8
8631;25/12/24;1500 UTC;2992.4
8632;25/12/24;1600 UTC;3211.9
8633;25/12/24;1700 UTC;2165.3
8634;25/12/24;1800 UTC;1994.8
8635;25/12/24;1900 UTC;1026.0
8636;25/12/24;2000 UTC;414.9
8637;25/12/24;2100 UTC;80.2
8649;26/12/24;0900 UTC;272.9
8650;26/12/24;1000 UTC;1043.5
8651;26/12/24;1100 UTC;1330.2
8652;26/12/24;1200 UTC;2049.8
8653;26/12/24;1300 UTC;2855.3
8654;26/12/24;1400 UTC;2912.9
8655;26/12/24;1500 UTC;3282.6
8656;26/12/24;1600 UTC;3021.6
8657;26/12/24;1700 UTC;3276.2
8658;26/12/24;1800 UTC;2473.1
8659;26/12/24;1900 UTC;1348.9
