;Data;Hora UTC;RADIACAO GLOBAL (Kj/m²)
2531;15/04/24;1100 UTC;1048.1
2532;15/04/24;1200 UTC;453.4
2533;15/04/24;1300 UTC;1312.5
2534;15/04/24;1400 UTC;3347.6
2535;15/04/24;1500 UTC;3266.8
2536;15/04/24;1600 UTC;2723.5
2537;15/04/24;1700 UTC;2292.1
2538;15/04/24;1800 UTC;2116.2
2539;15/04/24;1900 UTC;518.3
2540;15/04/24;2000 UTC;326.0
2541;15/04/24;2100 UTC;24.2
2553;16/04/24;0900 UTC;17.8
2554;16/04/24;1000 UTC;180.8
2555;16/04/24;1100 UTC;617.0
2556;16/04/24;1200 UTC;1542.2
2557;16/04/24;1300 UTC;1816.8
2558;16/04/24;1400 UTC;2542.3
2559;16/04/24;1500 UTC;2428.0
2560;16/04/24;1600 UTC;2019.4
2561;16/04/24;1700 UTC;1420.4
2562;16/04/24;1800 UTC;925.4
2563;16/04/24;1900 UTC;524.6
2564;16/04/24;2000 UTC;245.2
2565;16/04/24;2100 UTC;5.4
2577;17/04/24;0900 UTC;44.7
2578;17/04/24;1000 UTC;301.6
2579;17/04/24;1100 UTC;987.5
2580;17/04/24;1200 UTC;2159.8
2581;17/04/24;1300 UTC;2701.9
2582;17/04/24;1400 UTC;2256.0
2583;17/04/24;1500 UTC;3252.3
2584;17/04/24;1600 UTC;2154.2
2585;17/04/24;1700 UTC;1625.8
2586;17/04/24;1800 UTC;2301.6
2587;17/04/24;1900 UTC;522.7
2588;17/04/24;2000 UTC;199.4
2589;17/04/24;2100 UTC;4.8
2601;18/04/24;0900 UTC;47.9
2602;18/04/24;1000 UTC;186.4
2603;18/04/24;1100 UTC;908.9
2604;18/04/24;1200 UTC;741.3
2605;18/04/24;1300 UTC;704.9
2606;18/04/24;1400 UTC;629.0
2607;18/04/24;1500 UTC;870.2
2608;18/04/24;1600 UTC;990.5
2609;18/04/24;1700 UTC;1656.8
2610;18/04/24;1800 UTC;871.6
2611;18/04/24;1900 UTC;542.7
2612;18/04/24;2000 UTC;94.1
2613;18/04/24;2100 UTC;4.0
2625;19/04/24;0900 UTC;29.7
2626;19/04/24;1000 UTC;256.1
2627;19/04/24;1100 UTC;843.9
2628;19/04/24;1200 UTC;879.4
2629;19/04/24;1300 UTC;671.0
2630;19/04/24;1400 UTC;662.0
2631;19/04/24;1500 UTC;2049.1
2632;19/04/24;1600 UTC;1050.0
2633;19/04/24;1700 UTC;856.6
2634;19/04/24;1800 UTC;396.2
2635;19/04/24;1900 UTC;362.7
2636;19/04/24;2000 UTC;171.6
2637;19/04/24;2100 UTC;4.3
2649;20/04/24;0900 UTC;60.2
2650;20/04/24;1000 UTC;507.8
2651;20/04/24;1100 UTC;1421.5
2652;20/04/24;1200 UTC;2033.8
2653;20/04/24;1300 UTC;1671.1
2654;20/04/24;1400 UTC;2028.6
2655;20/04/24;1500 UTC;2226.8
2656;20/04/24;1600 UTC;2260.9
2657;20/04/24;1700 UTC;1582.4
2658;20/04/24;1800 UTC;930.3
2659;20/04/24;1900 UTC;538.7
2660;20/04/24;2000 UTC;210.8
2661;20/04/24;2100 UTC;2.2
2673;21/04/24;0900 UTC;40.7
2674;21/04/24;1000 UTC;728.9
2675;21/04/24;1100 UTC;1559.7
2676;21/04/24;1200 UTC;1504.3
2677;21/04/24;1300 UTC;1640.0
2678;21/04/24;1400 UTC;2916.7
2679;21/04/24;1500 UTC;2614.6
2680;21/04/24;1600 UTC;2454.8
2681;21/04/24;1700 UTC;2681.3
2682;21/04/24;1800 UTC;2157.2
2683;21/04/24;1900 UTC;388.3
2684;21/04/24;2000 UTC;157.5
2685;21/04/24;2100 UTC;3.2
2697;22/04/24;0900 UTC;67.6
2698;22/04/24;1000 UTC;664.9
2699;22/04/24;1100 UTC;1562.7
2700;22/04/24;1200 UTC;1289.0
2701;22/04/24;1300 UTC;2150.6
2702;22/04/24;1400 UTC;2757.6
2703;22/04/24;1500 UTC;2657.9
2704;22/04/24;1600 UTC;2770.5
2705;22/04/24;1700 UTC;2298.2
2706;22/04/24;1800 UTC;587.1
2707;22/04/24;1900 UTC;467.4
2708;22/04/24;2000 UTC;229.4
2709;22/04/24;2100 UTC;5.7
2721;23/04/24;0900 UTC;70.3
2722;23/04/24;1000 UTC;731.7
2723;23/04/24;1100 UTC;1584.4
2724;23/04/24;1200 UTC;2347.5
2725;23/04/24;1300 UTC;1175.9
2726;23/04/24;1400 UTC;1580.4
2727;23/04/24;1500 UTC;2447.2
2728;23/04/24;1600 UTC;3174.5
2729;23/04/24;1700 UTC;2516.2
2730;23/04/24;1800 UTC;1587.6
2731;23/04/24;1900 UTC;350.1
2732;23/04/24;2000 UTC;182.8
2733;23/04/24;2100 UTC;4.6
2745;24/04/24;0900 UTC;59.8
2746;24/04/24;1000 UTC;664.0
2747;24/04/24;1100 UTC;1423.2
2748;24/04/24;1200 UTC;1941.1
2749;24/04/24;1300 UTC;1640.8
2750;24/04/24;1400 UTC;1645.1
2751;24/04/24;1500 UTC;2463.0
2752;24/04/24;1600 UTC;2741.1
2753;24/04/24;1700 UTC;1926.8
2754;24/04/24;1800 UTC;1370.1
2755;24/04/24;1900 UTC;633.6
2756;24/04/24;2000 UTC;140.9
2757;24/04/24;2100 UTC;2.4
2769;25/04/24;0900 UTC;63.5
2770;25/04/24;1000 UTC;739.5
2771;25/04/24;1100 UTC;1338.6
2772;25/04/24;1200 UTC;2266.5
2773;25/04/24;1300 UTC;2409.8
2774;25/04/24;1400 UTC;2945.3
2775;25/04/24;1500 UTC;3172.7
2776;25/04/24;1600 UTC;3034.3
2777;25/04/24;1700 UTC;2452.5
2778;25/04/24;1800 UTC;2114.6
2779;25/04/24;1900 UTC;383.5
2780;25/04/24;2000 UTC;108.0
2781;25/04/24;2100 UTC;3.0
2793;26/04/24;0900 UTC;34.7
2794;26/04/24;1000 UTC;146.9
2795;26/04/24;1100 UTC;472.7
2796;26/04/24;1200 UTC;1037.5
2797;26/04/24;1300 UTC;2153.8
2798;26/04/24;1400 UTC;2466.5
2799;26/04/24;1500 UTC;2827.3
2800;26/04/24;1600 UTC;2533.1
2801;26/04/24;1700 UTC;2402.2
2802;26/04/24;1800 UTC;1805.4
2803;26/04/24;1900 UTC;453.0
2804;26/04/24;2000 UTC;121.0
2805;26/04/24;2100 UTC;2.9
2817;27/04/24;0900 UTC;51.0
2818;27/04/24;1000 UTC;279.8
2819;27/04/24;1100 UTC;1140.8
2820;27/04/24;1200 UTC;1559.3
2821;27/04/24;1300 UTC;2457.6
2822;27/04/24;1400 UTC;2307.6
2823;27/04/24;1500 UTC;2120.9
2824;27/04/24;1600 UTC;2794.7
2825;27/04/24;1700 UTC;1614.2
2826;27/04/24;1800 UTC;1584.2
2827;27/04/24;1900 UTC;395.1
2828;27/04/24;2000 UTC;146.6
2829;27/04/24;2100 UTC;0.4
2841;28/04/24;0900 UTC;37.7
2842;28/04/24;1000 UTC;416.0
2843;28/04/24;1100 UTC;1496.5
2844;28/04/24;1200 UTC;1135.8
2845;28/04/24;1300 UTC;1019.6
2846;28/04/24;1400 UTC;1292.9
2847;28/04/24;1500 UTC;1833.2
2848;28/04/24;1600 UTC;2887.0
2849;28/04/24;1700 UTC;2405.7
2850;28/04/24;1800 UTC;1104.1
2851;28/04/24;1900 UTC;287.1
2852;28/04/24;2000 UTC;174.1
2853;28/04/24;2100 UTC;8.0
2865;29/04/24;0900 UTC;33.9
2866;29/04/24;1000 UTC;424.4
2867;29/04/24;1100 UTC;1099.7
2868;29/04/24;1200 UTC;1790.1
2869;29/04/24;1300 UTC;1967.1
2870;29/04/24;1400 UTC;3206.8
2871;29/04/24;1500 UTC;3282.2
2872;29/04/24;1600 UTC;2933.7
2873;29/04/24;1700 UTC;2604.9
2874;29/04/24;1800 UTC;1442.5
2875;29/04/24;1900 UTC;651.4
2876;29/04/24;2000 UTC;170.9
2877;29/04/24;2100 UTC;0.5
2889;30/04/24;0900 UTC;41.9
2890;30/04/24;1000 UTC;632.6
2891;30/04/24;1100 UTC;1568.0
2892;30/04/24;1200 UTC;1525.2
2893;30/04/24;1300 UTC;1358.3
2894;30/04/24;1400 UTC;2490.7
2895;30/04/24;1500 UTC;2167.5
2896;30/04/24;1600 UTC;2610.5
2897;30/04/24;1700 UTC;2497.0
2898;30/04/24;1800 UTC;1686.1
2899;30/04/24;1900 UTC;431.7
2900;30/04/24;2000 UTC;196.0
2901;30/04/24;2100 UTC;3.8
2913;01/05/24;0900 UTC;45.6
2914;01/05/24;1000 UTC;497.3
2915;01/05/24;1100 UTC;950.5
2916;01/05/24;1200 UTC;1294.3
2917;01/05/24;1300 UTC;2484.7
2918;01/05/24;1400 UTC;3214.3
2919;01/05/24;1500 UTC;1993.1
2920;01/05/24;1600 UTC;2729.1
2921;01/05/24;1700 UTC;1374.8
2922;01/05/24;1800 UTC;2026.9
2923;01/05/24;1900 UTC;428.7
2924;01/05/24;2000 UTC;328.7
2925;01/05/24;2100 UTC;4.4
2937;02/05/24;0900 UTC;53.7
2938;02/05/24;1000 UTC;656.8
2939;02/05/24;1100 UTC;1520.6
2940;02/05/24;1200 UTC;1019.4
2941;02/05/24;1300 UTC;1989.8
2942;02/05/24;1400 UTC;2379.9
2943;02/05/24;1500 UTC;2772.4
2944;02/05/24;1600 UTC;3016.1
2945;02/05/24;1700 UTC;1408.0
2946;02/05/24;1800 UTC;2022.1
2947;02/05/24;1900 UTC;355.5
2948;02/05/24;2000 UTC;96.8
2949;02/05/24;2100 UTC;0.6
2961;03/05/24;0900 UTC;31.4
2962;03/05/24;1000 UTC;680.3
2963;03/05/24;1100 UTC;1406.3
2964;03/05/24;1200 UTC;1606.9
2965;03/05/24;1300 UTC;2040.9
2966;03/05/24;1400 UTC;2462.3
2967;03/05/24;1500 UTC;2451.3
2968;03/05/24;1600 UTC;2434.4
2969;03/05/24;1700 UTC;2715.2
2970;03/05/24;1800 UTC;1771.3
2971;03/05/24;1900 UTC;403.6
2972;03/05/24;2000 UTC;124.5
2973;03/05/24;2100 UTC;3.6
2985;04/05/24;0900 UTC;43.5
2986;04/05/24;1000 UTC;370.9
2987;04/05/24;1100 UTC;1519.5
2988;04/05/24;1200 UTC;2045.2
2989;04/05/24;1300 UTC;2049.4
2990;04/05/24;1400 UTC;1971.7
2991;04/05/24;1500 UTC;2126.4
2992;04/05/24;1600 UTC;1988.8
2993;04/05/24;1700 UTC;1968.0
2994;04/05/24;1800 UTC;1209.4
2995;04/05/24;1900 UTC;536.7
2996;04/05/24;2000 UTC;217.3
2997;04/05/24;2100 UTC;0.9
3009;05/05/24;0900 UTC;58.5
3010;05/05/24;1000 UTC;506.5
3011;05/05/24;1100 UTC;1563.2
3012;05/05/24;1200 UTC;2312.2
3013;05/05/24;1300 UTC;2603.7
3014;05/05/24;1400 UTC;2602.3
3015;05/05/24;1500 UTC;3178.1
3016;05/05/24;1600 UTC;2987.2
3017;05/05/24;1700 UTC;2383.5
3018;05/05/24;1800 UTC;1877.7
3019;05/05/24;1900 UTC;317.3
3020;05/05/24;2000 UTC;125.0
3021;05/05/24;2100 UTC;0.0
3033;06/05/24;0900 UTC;56.1
3034;06/05/24;1000 UTC;695.3
3035;06/05/24;1100 UTC;1540.1
3036;06/05/24;1200 UTC;1230.2
3037;06/05/24;1300 UTC;1739.0
3038;06/05/24;1400 UTC;2178.2
3039;06/05/24;1500 UTC;802.2
3040;06/05/24;1600 UTC;712.9
3041;06/05/24;1700 UTC;454.8
3042;06/05/24;1800 UTC;575.8
3043;06/05/24;1900 UTC;357.5
3044;06/05/24;2000 UTC;57.9
3054;07/05/24;0600 UTC;0.5
3057;07/05/24;0900 UTC;5.2
3058;07/05/24;1000 UTC;36.9
3059;07/05/24;1100 UTC;112.6
3060;07/05/24;1200 UTC;168.1
3061;07/05/24;1300 UTC;312.5
3062;07/05/24;1400 UTC;535.4
3063;07/05/24;1500 UTC;559.4
3064;07/05/24;1600 UTC;590.3
3065;07/05/24;1700 UTC;811.9
3066;07/05/24;1800 UTC;533.6
3067;07/05/24;1900 UTC;319.7
3068;07/05/24;2000 UTC;107.7
3069;07/05/24;2100 UTC;1.8
3070;07/05/24;2200 UTC;0.2
3075;08/05/24;0300 UTC;0.1
3081;08/05/24;0900 UTC;37.5
3082;08/05/24;1000 UTC;447.7
3083;08/05/24;1100 UTC;1195.7
3084;08/05/24;1200 UTC;1768.2
3085;08/05/24;1300 UTC;2298.2
3086;08/05/24;1400 UTC;2888.6
3087;08/05/24;1500 UTC;2262.0
3088;08/05/24;1600 UTC;1429.3
3089;08/05/24;1700 UTC;1490.0
3090;08/05/24;1800 UTC;661.7
3091;08/05/24;1900 UTC;293.4
3092;08/05/24;2000 UTC;124.2
3093;08/05/24;2100 UTC;2.4
3098;09/05/24;0200 UTC;5.1
3105;09/05/24;0900 UTC;34.7
3106;09/05/24;1000 UTC;652.8
3107;09/05/24;1100 UTC;787.2
3108;09/05/24;1200 UTC;1357.4
3109;09/05/24;1300 UTC;2446.0
3110;09/05/24;1400 UTC;2661.1
3111;09/05/24;1500 UTC;1848.5
3112;09/05/24;1600 UTC;2056.9
3113;09/05/24;1700 UTC;1447.3
3114;09/05/24;1800 UTC;1719.9
3115;09/05/24;1900 UTC;354.4
3116;09/05/24;2000 UTC;139.0
3129;10/05/24;0900 UTC;57.5
3130;10/05/24;1000 UTC;696.0
3131;10/05/24;1100 UTC;1214.4
3132;10/05/24;1200 UTC;2214.9
3133;10/05/24;1300 UTC;2233.3
3134;10/05/24;1400 UTC;2605.1
3135;10/05/24;1500 UTC;1950.3
3136;10/05/24;1600 UTC;2563.7
3137;10/05/24;1700 UTC;2072.5
3138;10/05/24;1800 UTC;1449.8
3139;10/05/24;1900 UTC;651.6
3140;10/05/24;2000 UTC;152.1
3153;11/05/24;0900 UTC;33.5
3154;11/05/24;1000 UTC;225.3
3155;11/05/24;1100 UTC;945.5
3156;11/05/24;1200 UTC;1572.1
3157;11/05/24;1300 UTC;994.5
3158;11/05/24;1400 UTC;1872.8
3159;11/05/24;1500 UTC;2031.9
3160;11/05/24;1600 UTC;1894.1
3161;11/05/24;1700 UTC;1519.6
3162;11/05/24;1800 UTC;960.7
3163;11/05/24;1900 UTC;383.1
3164;11/05/24;2000 UTC;174.9
3177;12/05/24;0900 UTC;52.0
3178;12/05/24;1000 UTC;367.4
3179;12/05/24;1100 UTC;1380.8
3180;12/05/24;1200 UTC;1885.5
3181;12/05/24;1300 UTC;1980.1
3182;12/05/24;1400 UTC;2817.2
3183;12/05/24;1500 UTC;2581.3
3184;12/05/24;1600 UTC;2532.7
3185;12/05/24;1700 UTC;2226.4
3186;12/05/24;1800 UTC;1867.5
3187;12/05/24;1900 UTC;225.3
3188;12/05/24;2000 UTC;92.5
3201;13/05/24;0900 UTC;52.0
3202;13/05/24;1000 UTC;679.0
3203;13/05/24;1100 UTC;1299.4
3204;13/05/24;1200 UTC;2097.8
3205;13/05/24;1300 UTC;2235.3
3206;13/05/24;1400 UTC;1995.0
3207;13/05/24;1500 UTC;1167.6
3208;13/05/24;1600 UTC;496.8
3209;13/05/24;1700 UTC;814.8
3210;13/05/24;1800 UTC;883.2
3211;13/05/24;1900 UTC;563.3
3212;13/05/24;2000 UTC;177.0
3213;13/05/24;2100 UTC;0.3
3225;14/05/24;0900 UTC;48.0
3226;14/05/24;1000 UTC;690.2
3227;14/05/24;1100 UTC;1122.5
3228;14/05/24;1200 UTC;1160.4
3229;14/05/24;1300 UTC;639.4
3230;14/05/24;1400 UTC;1621.3
3231;14/05/24;1500 UTC;1554.1
3232;14/05/24;1600 UTC;1796.3
3233;14/05/24;1700 UTC;2201.0
3234;14/05/24;1800 UTC;1075.6
3235;14/05/24;1900 UTC;316.6
3236;14/05/24;2000 UTC;102.5
3249;15/05/24;0900 UTC;8.7
3250;15/05/24;1000 UTC;259.6
3251;15/05/24;1100 UTC;614.6
3252;15/05/24;1200 UTC;1289.9
3253;15/05/24;1300 UTC;1701.2
3254;15/05/24;1400 UTC;2603.8
3255;15/05/24;1500 UTC;2570.9
3256;15/05/24;1600 UTC;2411.3
3257;15/05/24;1700 UTC;1909.5
3258;15/05/24;1800 UTC;1514.3
3259;15/05/24;1900 UTC;418.2
3260;15/05/24;2000 UTC;131.9
3273;16/05/24;0900 UTC;46.9
3274;16/05/24;1000 UTC;841.6
3275;16/05/24;1100 UTC;1080.2
3276;16/05/24;1200 UTC;2012.3
3277;16/05/24;1300 UTC;2614.2
3278;16/05/24;1400 UTC;1923.2
3279;16/05/24;1500 UTC;3383.1
3280;16/05/24;1600 UTC;2808.2
3281;16/05/24;1700 UTC;1885.6
3282;16/05/24;1800 UTC;862.7
3283;16/05/24;1900 UTC;417.5
3284;16/05/24;2000 UTC;152.8
3297;17/05/24;0900 UTC;44.4
3298;17/05/24;1000 UTC;540.4
3299;17/05/24;1100 UTC;1257.7
3300;17/05/24;1200 UTC;2006.9
3301;17/05/24;1300 UTC;2527.4
3302;17/05/24;1400 UTC;2484.7
3303;17/05/24;1500 UTC;1429.1
3304;17/05/24;1600 UTC;1700.6
3305;17/05/24;1700 UTC;876.4
3306;17/05/24;1800 UTC;868.6
3307;17/05/24;1900 UTC;355.2
3308;17/05/24;2000 UTC;121.2
3321;18/05/24;0900 UTC;13.3
3322;18/05/24;1000 UTC;100.4
3323;18/05/24;1100 UTC;224.0
3324;18/05/24;1200 UTC;650.3
3325;18/05/24;1300 UTC;1396.0
3326;18/05/24;1400 UTC;1021.0
3327;18/05/24;1500 UTC;633.5
3328;18/05/24;1600 UTC;2705.5
3329;18/05/24;1700 UTC;1522.9
3330;18/05/24;1800 UTC;1419.8
3331;18/05/24;1900 UTC;611.6
3332;18/05/24;2000 UTC;136.0
3345;19/05/24;0900 UTC;8.0
3346;19/05/24;1000 UTC;88.8
3347;19/05/24;1100 UTC;307.9
3348;19/05/24;1200 UTC;375.6
3349;19/05/24;1300 UTC;397.1
3350;19/05/24;1400 UTC;553.0
3351;19/05/24;1500 UTC;894.4
3352;19/05/24;1600 UTC;924.5
3353;19/05/24;1700 UTC;883.9
3354;19/05/24;1800 UTC;473.2
3355;19/05/24;1900 UTC;177.6
3356;19/05/24;2000 UTC;49.5
3357;19/05/24;2100 UTC;0.8
3369;20/05/24;0900 UTC;70.5
3370;20/05/24;1000 UTC;729.7
3371;20/05/24;1100 UTC;1484.0
3372;20/05/24;1200 UTC;2047.9
3373;20/05/24;1300 UTC;2066.7
3374;20/05/24;1400 UTC;2716.5
3375;20/05/24;1500 UTC;1877.4
3376;20/05/24;1600 UTC;2294.6
3377;20/05/24;1700 UTC;821.8
3378;20/05/24;1800 UTC;574.7
3379;20/05/24;1900 UTC;348.3
3380;20/05/24;2000 UTC;125.4
3393;21/05/24;0900 UTC;17.6
3394;21/05/24;1000 UTC;277.8
3395;21/05/24;1100 UTC;1015.2
3396;21/05/24;1200 UTC;2123.7
3397;21/05/24;1300 UTC;2560.8
3398;21/05/24;1400 UTC;2354.9
3399;21/05/24;1500 UTC;2755.2
3400;21/05/24;1600 UTC;2771.1
3401;21/05/24;1700 UTC;2427.2
3402;21/05/24;1800 UTC;1440.3
3403;21/05/24;1900 UTC;523.9
3404;21/05/24;2000 UTC;212.6
3405;21/05/24;2100 UTC;2.0
3417;22/05/24;0900 UTC;39.0
3418;22/05/24;1000 UTC;468.8
3419;22/05/24;1100 UTC;1018.8
3420;22/05/24;1200 UTC;1372.4
3421;22/05/24;1300 UTC;2254.5
3422;22/05/24;1400 UTC;2646.6
3423;22/05/24;1500 UTC;2412.4
3424;22/05/24;1600 UTC;1917.9
3425;22/05/24;1700 UTC;1233.6
3426;22/05/24;1800 UTC;1558.1
3427;22/05/24;1900 UTC;500.7
3428;22/05/24;2000 UTC;91.1
3441;23/05/24;0900 UTC;21.2
3442;23/05/24;1000 UTC;420.8
3443;23/05/24;1100 UTC;808.6
3444;23/05/24;1200 UTC;584.8
3445;23/05/24;1300 UTC;1495.4
3446;23/05/24;1400 UTC;1313.0
3447;23/05/24;1500 UTC;1478.5
3448;23/05/24;1600 UTC;1448.0
3449;23/05/24;1700 UTC;1405.1
3450;23/05/24;1800 UTC;702.4
3451;23/05/24;1900 UTC;560.0
3452;23/05/24;2000 UTC;100.5
3465;24/05/24;0900 UTC;27.0
3466;24/05/24;1000 UTC;379.6
3467;24/05/24;1100 UTC;607.3
3468;24/05/24;1200 UTC;671.8
3469;24/05/24;1300 UTC;1463.1
3470;24/05/24;1400 UTC;2120.9
3471;24/05/24;1500 UTC;2785.0
3472;24/05/24;1600 UTC;2580.2
3473;24/05/24;1700 UTC;1170.2
3474;24/05/24;1800 UTC;587.2
3475;24/05/24;1900 UTC;454.1
3476;24/05/24;2000 UTC;118.3
3489;25/05/24;0900 UTC;25.3
3490;25/05/24;1000 UTC;304.3
3491;25/05/24;1100 UTC;881.2
3492;25/05/24;1200 UTC;1462.2
3493;25/05/24;1300 UTC;1835.3
3494;25/05/24;1400 UTC;1718.9
3495;25/05/24;1500 UTC;1957.2
3496;25/05/24;1600 UTC;2804.5
3497;25/05/24;1700 UTC;2495.8
3498;25/05/24;1800 UTC;1671.3
3499;25/05/24;1900 UTC;204.7
3500;25/05/24;2000 UTC;87.0
3513;26/05/24;0900 UTC;46.8
3514;26/05/24;1000 UTC;589.9
3515;26/05/24;1100 UTC;1374.3
3516;26/05/24;1200 UTC;1801.8
3517;26/05/24;1300 UTC;2651.8
3518;26/05/24;1400 UTC;1672.5
3519;26/05/24;1500 UTC;2171.7
3520;26/05/24;1600 UTC;2690.1
3521;26/05/24;1700 UTC;2360.7
3522;26/05/24;1800 UTC;1657.8
3523;26/05/24;1900 UTC;184.4
3524;26/05/24;2000 UTC;101.7
3537;27/05/24;0900 UTC;114.1
3538;27/05/24;1000 UTC;683.0
3539;27/05/24;1100 UTC;918.1
3540;27/05/24;1200 UTC;1018.5
3541;27/05/24;1300 UTC;1251.4
3542;27/05/24;1400 UTC;2203.7
3543;27/05/24;1500 UTC;1139.7
3544;27/05/24;1600 UTC;1856.5
3545;27/05/24;1700 UTC;927.5
3546;27/05/24;1800 UTC;579.5
3547;27/05/24;1900 UTC;505.4
3548;27/05/24;2000 UTC;139.0
3549;27/05/24;2100 UTC;1.6
3551;27/05/24;2300 UTC;0.0
3561;28/05/24;0900 UTC;13.0
3562;28/05/24;1000 UTC;179.4
3563;28/05/24;1100 UTC;407.9
3564;28/05/24;1200 UTC;732.5
3565;28/05/24;1300 UTC;1184.8
3566;28/05/24;1400 UTC;1529.5
3567;28/05/24;1500 UTC;1579.8
3568;28/05/24;1600 UTC;1630.0
3569;28/05/24;1700 UTC;1126.8
3570;28/05/24;1800 UTC;922.9
3571;28/05/24;1900 UTC;446.9
3572;28/05/24;2000 UTC;188.5
3585;29/05/24;0900 UTC;35.0
3586;29/05/24;1000 UTC;307.9
3587;29/05/24;1100 UTC;1065.2
3588;29/05/24;1200 UTC;1027.9
3589;29/05/24;1300 UTC;1290.8
3590;29/05/24;1400 UTC;2419.8
3591;29/05/24;1500 UTC;1760.3
3592;29/05/24;1600 UTC;1117.6
3593;29/05/24;1700 UTC;1085.1
3594;29/05/24;1800 UTC;263.1
3595;29/05/24;1900 UTC;230.1
3596;29/05/24;2000 UTC;102.3
3597;29/05/24;2100 UTC;1.7
3604;30/05/24;0400 UTC;0.5
3609;30/05/24;0900 UTC;10.8
3610;30/05/24;1000 UTC;150.7
3611;30/05/24;1100 UTC;363.8
3612;30/05/24;1200 UTC;853.3
3613;30/05/24;1300 UTC;1273.4
3614;30/05/24;1400 UTC;1418.5
3615;30/05/24;1500 UTC;961.0
3616;30/05/24;1600 UTC;786.0
3617;30/05/24;1700 UTC;938.8
3618;30/05/24;1800 UTC;733.8
3619;30/05/24;1900 UTC;481.0
3620;30/05/24;2000 UTC;123.9
3633;31/05/24;0900 UTC;19.8
3634;31/05/24;1000 UTC;515.7
3635;31/05/24;1100 UTC;1255.0
3636;31/05/24;1200 UTC;1505.8
3637;31/05/24;1300 UTC;1047.0
3638;31/05/24;1400 UTC;858.8
3639;31/05/24;1500 UTC;1046.1
3640;31/05/24;1600 UTC;1267.8
3641;31/05/24;1700 UTC;1491.4
3642;31/05/24;1800 UTC;957.2
3643;31/05/24;1900 UTC;583.1
3644;31/05/24;2000 UTC;123.2
3645;31/05/24;2100 UTC;1.2
3657;01/06/24;0900 UTC;32.3
3658;01/06/24;1000 UTC;526.0
3659;01/06/24;1100 UTC;1275.3
3660;01/06/24;1200 UTC;1633.2
3661;01/06/24;1300 UTC;2161.6
3662;01/06/24;1400 UTC;2277.5
3663;01/06/24;1500 UTC;2879.8
3664;01/06/24;1600 UTC;2691.0
3665;01/06/24;1700 UTC;1500.8
3666;01/06/24;1800 UTC;1259.7
3667;01/06/24;1900 UTC;333.6
3668;01/06/24;2000 UTC;134.8
3677;02/06/24;0500 UTC;0.4
3678;02/06/24;0600 UTC;1.1
3679;02/06/24;0700 UTC;1.5
3681;02/06/24;0900 UTC;39.6
3682;02/06/24;1000 UTC;303.1
3683;02/06/24;1100 UTC;793.0
3684;02/06/24;1200 UTC;1594.7
3685;02/06/24;1300 UTC;1334.2
3686;02/06/24;1400 UTC;2112.5
3687;02/06/24;1500 UTC;2190.9
3688;02/06/24;1600 UTC;951.0
3689;02/06/24;1700 UTC;1056.6
3690;02/06/24;1800 UTC;488.2
3691;02/06/24;1900 UTC;332.8
3692;02/06/24;2000 UTC;122.4
3693;02/06/24;2100 UTC;1.8
3705;03/06/24;0900 UTC;18.1
3706;03/06/24;1000 UTC;299.8
3707;03/06/24;1100 UTC;766.3
3708;03/06/24;1200 UTC;1697.3
3709;03/06/24;1300 UTC;2066.8
3710;03/06/24;1400 UTC;2271.7
3711;03/06/24;1500 UTC;2886.5
3712;03/06/24;1600 UTC;1537.3
3713;03/06/24;1700 UTC;1760.7
3714;03/06/24;1800 UTC;693.2
3715;03/06/24;1900 UTC;373.9
3716;03/06/24;2000 UTC;110.3
3729;04/06/24;0900 UTC;15.9
3730;04/06/24;1000 UTC;214.1
3731;04/06/24;1100 UTC;818.9
3732;04/06/24;1200 UTC;795.9
3733;04/06/24;1300 UTC;1175.9
3734;04/06/24;1400 UTC;2505.2
3735;04/06/24;1500 UTC;1686.1
3736;04/06/24;1600 UTC;2606.5
3737;04/06/24;1700 UTC;2344.8
3738;04/06/24;1800 UTC;1475.3
3739;04/06/24;1900 UTC;598.7
3740;04/06/24;2000 UTC;80.8
3753;05/06/24;0900 UTC;9.2
3754;05/06/24;1000 UTC;201.6
3755;05/06/24;1100 UTC;761.4
3756;05/06/24;1200 UTC;1296.4
3757;05/06/24;1300 UTC;918.9
3758;05/06/24;1400 UTC;1041.8
3759;05/06/24;1500 UTC;824.9
3760;05/06/24;1600 UTC;1189.1
3761;05/06/24;1700 UTC;1055.2
3762;05/06/24;1800 UTC;878.1
3763;05/06/24;1900 UTC;574.3
3764;05/06/24;2000 UTC;131.0
3765;05/06/24;2100 UTC;0.4
3773;06/06/24;0500 UTC;2.4
3774;06/06/24;0600 UTC;0.3
3775;06/06/24;0700 UTC;1.7
3777;06/06/24;0900 UTC;11.4
3778;06/06/24;1000 UTC;200.6
3779;06/06/24;1100 UTC;485.5
3780;06/06/24;1200 UTC;1255.8
3781;06/06/24;1300 UTC;1341.9
3782;06/06/24;1400 UTC;1788.5
3783;06/06/24;1500 UTC;2301.4
3784;06/06/24;1600 UTC;2304.5
3785;06/06/24;1700 UTC;2277.9
3786;06/06/24;1800 UTC;1346.8
3787;06/06/24;1900 UTC;424.9
3788;06/06/24;2000 UTC;126.7
3796;07/06/24;0400 UTC;0.3
3797;07/06/24;0500 UTC;0.6
3800;07/06/24;0800 UTC;0.3
3801;07/06/24;0900 UTC;9.0
